User_ID,Name,Age,Country,Subscription_Type,Watch_Time_Hours,Favorite_Genre,Last_Login,satisfaction_score,daily_watch_hours,primary_device,monthly_income,promo_offers_used,profile_count,churn_status,preferred_watching_time
26,Chris Johnson,26,Brazil,Premium,95.46,Sci-Fi,2024.8.23,7,3.18,Smart TV,2038,0,3,No,Morning
27,James Jones,17,Mexico,Standard,253.6,Documentary,2024.9.29,9,8.45,Tablet,2025,1,3,No,Afternoon
28,Michael Johnson,37,France,Premium,936.05,Comedy,2025.1.7,8,31.2,Laptop,5761,0,3,No,Evening
29,Michael Johnson,59,Mexico,Basic,971.97,Drama,2024.11.3,8,32.4,Laptop,2502,1,2,No,Morning
30,Sarah Smith,67,Australia,Basic,542.57,Action,2025.2.11,8,18.09,Mobile,3614,0,3,No,Evening
31,Chris Jones,14,Germany,Premium,81.89,Drama,2024.8.6,8,2.73,Laptop,4595,1,3,Yes,Afternoon
32,John Williams,27,Canada,Standard,568.86,Sci-Fi,2025.2.1,8,18.96,Tablet,4156,0,3,No,Morning
33,Jane Brown,59,UK,Standard,67.28,Sci-Fi,2024.7.21,6,2.24,Tablet,4120,0,2,No,Night
34,David Davis,56,Mexico,Basic,835.85,Documentary,2024.7.11,9,27.86,Laptop,2773,1,2,No,Evening
35,Emma Hernandez,52,India,Basic,91.07,Sci-Fi,2024.12.4,8,3.04,Laptop,1272,0,3,No,Morning
36,Michael Jones,26,UK,Basic,703.81,Comedy,2024.6.6,6,23.46,Smart TV,4812,1,5,No,Afternoon
37,Sarah Williams,64,Germany,Basic,693.84,Documentary,2024.6.28,7,23.13,Mobile,4239,0,2,No,Afternoon
38,David Martinez,80,Brazil,Premium,431.61,Drama,2024.8.8,7,14.39,Tablet,3844,1,3,Yes,Afternoon
39,Emma Smith,70,USA,Standard,13.5,Comedy,2024.10.27,8,0.45,Mobile,5886,1,3,No,Afternoon
40,Sarah Hernandez,15,Brazil,Premium,914.7,Horror,2024.4.30,8,30.49,Laptop,3370,1,2,No,Evening
41,John Jones,23,Germany,Standard,404.84,Romance,2024.10.29,8,13.49,Laptop,1211,0,1,No,Evening
42,James Williams,40,Canada,Premium,610.93,Romance,2024.10.2,8,20.36,Mobile,6147,0,2,No,Night
43,David Brown,35,Canada,Premium,834.96,Documentary,2024.6.8,8,27.83,Tablet,3757,0,1,No,Evening
44,Chris Garcia,68,Japan,Basic,145.66,Documentary,2024.4.12,7,4.86,Mobile,5132,0,1,No,Evening
45,Chris Jones,50,USA,Basic,370.08,Action,2024.3.30,8,12.34,Laptop,2258,1,4,No,Afternoon
46,John Johnson,45,India,Standard,474.83,Drama,2024.11.1,7,15.83,Smart TV,1853,1,1,No,Morning
47,Sarah Smith,16,Brazil,Premium,321.21,Documentary,2024.4.13,8,10.71,Smart TV,2292,0,2,No,Evening
48,Sarah Garcia,40,Australia,Basic,197.08,Comedy,2024.10.19,7,6.57,Smart TV,4206,0,2,Yes,Night
49,Michael Brown,57,Australia,Premium,420.58,Sci-Fi,2024.9.18,7,14.02,Tablet,5118,1,1,No,Evening
50,David Hernandez,72,Brazil,Basic,479.4,Action,2024.7.13,6,15.98,Laptop,3015,0,4,No,Evening
51,Sarah Jones,53,Germany,Standard,12.4,Horror,2025.2.9,8,0.41,Smart TV,5230,1,4,Yes,Night
52,Alex Jones,55,Japan,Basic,157.64,Action,2024.12.28,6,5.25,Laptop,2285,1,1,Yes,Night
53,John Smith,65,Canada,Standard,589.28,Comedy,2025.2.21,8,19.64,Smart TV,6362,0,3,No,Evening
54,Chris Martinez,27,France,Standard,367.56,Romance,2025.2.27,8,12.25,Smart TV,2427,0,4,No,Night
55,David Hernandez,72,USA,Premium,889.42,Horror,2024.12.11,8,29.65,Laptop,6557,0,3,No,Night
56,Alex Davis,16,Mexico,Premium,739.71,Sci-Fi,2024.8.11,7,24.66,Tablet,1587,0,3,No,Morning
57,Jane Garcia,55,Japan,Basic,672.43,Documentary,2024.12.1,7,22.41,Smart TV,4227,0,2,No,Evening
58,David Martinez,29,USA,Premium,625.92,Horror,2024.5.2,8,20.86,Mobile,4739,1,2,No,Afternoon
59,Michael Martinez,41,Japan,Premium,611.38,Drama,2024.9.29,6,20.38,Tablet,4373,1,2,No,Afternoon
60,Chris Smith,49,Australia,Premium,997.8,Comedy,2024.8.14,9,33.26,Smart TV,5552,0,4,No,Evening
61,Alex Hernandez,70,Canada,Standard,17.03,Horror,2024.7.11,7,0.57,Smart TV,6854,0,2,Yes,Evening
62,James Hernandez,70,India,Standard,251.57,Drama,2024.5.7,7,8.39,Mobile,2036,0,5,No,Afternoon
63,Katie Hernandez,68,France,Basic,247.53,Romance,2025.2.15,8,8.25,Smart TV,3933,1,1,Yes,Night
64,David Hernandez,55,France,Basic,637.46,Action,2024.10.28,8,21.25,Smart TV,4279,0,1,No,Morning
65,Katie Martinez,28,USA,Premium,331.5,Comedy,2025.1.10,9,11.05,Smart TV,5485,0,2,No,Morning
66,David Smith,40,France,Premium,539.51,Romance,2024.5.15,8,17.98,Mobile,3207,1,4,No,Afternoon
67,James Davis,27,Canada,Premium,347.83,Romance,2024.7.25,10,11.59,Smart TV,3076,1,2,Yes,Morning
68,John Miller,33,Brazil,Basic,772.69,Action,2025.1.11,7,25.76,Laptop,2020,1,1,No,Afternoon
69,David Smith,66,Brazil,Premium,531.37,Sci-Fi,2024.8.22,9,17.71,Laptop,2820,1,5,No,Morning
70,Chris Davis,27,Germany,Standard,868.11,Action,2024.11.11,8,28.94,Mobile,4918,0,1,No,Evening
71,John Williams,52,Canada,Basic,482.75,Action,2024.10.3,7,16.09,Smart TV,6823,1,2,No,Afternoon
72,David Garcia,45,Germany,Basic,111.95,Comedy,2024.10.31,6,3.73,Laptop,791,0,1,Yes,Evening
73,Alex Williams,29,UK,Standard,915.15,Drama,2025.2.12,8,30.5,Laptop,3181,0,1,No,Afternoon
74,Emma Brown,58,USA,Standard,255.7,Sci-Fi,2024.12.8,7,8.52,Smart TV,2902,0,3,Yes,Afternoon
75,Michael Davis,52,Germany,Premium,351.09,Sci-Fi,2024.11.9,8,11.7,Smart TV,6445,0,3,No,Evening
76,Emma Garcia,51,India,Basic,890.7,Sci-Fi,2024.5.18,7,29.69,Laptop,1561,0,1,No,Afternoon
77,Jane Martinez,46,Brazil,Basic,452.21,Romance,2024.8.21,7,15.07,Laptop,2619,1,3,No,Night
78,David Hernandez,60,India,Standard,703.49,Comedy,2024.6.6,7,23.45,Smart TV,2271,0,2,No,Evening
79,James Davis,27,Australia,Premium,114.84,Romance,2024.12.21,8,3.83,Smart TV,6182,1,1,No,Afternoon
80,James Williams,75,India,Premium,735.79,Documentary,2024.10.16,7,24.53,Smart TV,2895,0,1,No,Afternoon
81,John Brown,70,USA,Premium,486.56,Horror,2024.5.15,8,16.22,Smart TV,7053,0,4,Yes,Afternoon
82,Sarah Garcia,78,France,Premium,443.05,Drama,2024.11.20,7,14.77,Mobile,1201,1,1,Yes,Evening
83,Jane Davis,74,Australia,Premium,609.74,Documentary,2024.8.16,7,20.32,Smart TV,4713,1,2,No,Evening
84,Michael Smith,70,France,Premium,101.32,Romance,2024.7.19,7,3.38,Mobile,3213,1,4,Yes,Evening
85,David Martinez,59,Germany,Basic,452.51,Action,2024.11.16,8,15.08,Mobile,4885,1,3,No,Morning
86,Emma Johnson,73,Brazil,Basic,726.72,Documentary,2024.4.8,7,24.22,Smart TV,2554,1,4,No,Night
87,James Davis,76,Japan,Standard,164.45,Drama,2024.5.11,6,5.48,Tablet,4146,0,3,Yes,Evening
88,Emma Smith,78,France,Basic,924.9,Comedy,2024.3.23,7,30.83,Laptop,5349,0,2,No,Morning
89,Katie Williams,71,USA,Basic,740.04,Comedy,2024.12.14,9,24.67,Tablet,5315,1,5,No,Morning
90,David Martinez,73,UK,Premium,598.3,Comedy,2024.12.23,8,19.94,Laptop,3191,1,2,No,Afternoon
91,Katie Jones,61,Japan,Standard,523.21,Romance,2024.4.28,6,17.44,Mobile,5445,0,3,Yes,Evening
92,Michael Martinez,70,Australia,Basic,858.29,Drama,2024.11.9,8,28.61,Smart TV,5024,0,2,No,Evening
93,Sarah Davis,49,Japan,Standard,635.38,Documentary,2024.4.10,5,21.18,Laptop,4287,1,2,No,Evening
94,Michael Brown,40,Brazil,Standard,402.75,Documentary,2024.9.20,9,13.42,Laptop,1823,0,2,No,Night
95,Emma Garcia,33,France,Basic,435.56,Comedy,2025.3.5,7,14.52,Smart TV,3089,1,1,No,Morning
96,James Smith,37,France,Standard,164.11,Romance,2024.5.16,8,5.47,Mobile,2167,1,4,No,Evening
97,Jane Miller,49,USA,Premium,413.2,Sci-Fi,2024.7.22,10,13.77,Laptop,3282,0,4,No,Morning
98,James Jones,32,Canada,Premium,626.92,Horror,2024.4.26,8,20.9,Mobile,5349,0,3,No,Night
99,Michael Brown,57,Australia,Basic,731.09,Romance,2024.10.23,7,24.37,Laptop,4228,0,2,No,Afternoon
100,David Jones,31,Japan,Basic,122.87,Romance,2024.7.4,7,4.1,Smart TV,4841,0,1,No,Morning
101,John Johnson,18,France,Standard,540.53,Action,2024.9.7,9,18.02,Smart TV,5153,0,3,No,Morning
102,Emma Johnson,55,Australia,Premium,503.97,Horror,2025.3.8,8,16.8,Smart TV,2054,0,1,No,Evening
103,Sarah Hernandez,70,Japan,Standard,225.38,Action,2024.12.12,6,7.51,Laptop,5138,1,5,No,Morning
104,James Garcia,79,USA,Basic,135.98,Drama,2024.3.14,6,4.53,Smart TV,4325,0,1,Yes,Afternoon
105,Katie Hernandez,39,USA,Basic,709.87,Horror,2024.12.13,5,23.66,Tablet,3901,0,3,No,Evening
106,Alex Hernandez,67,Japan,Standard,488.31,Comedy,2025.1.28,7,16.28,Laptop,2239,0,2,Yes,Evening
107,Katie Jones,77,UK,Premium,690.18,Drama,2024.11.18,8,23.01,Mobile,3175,0,2,No,Afternoon
108,James Smith,57,Canada,Basic,808.07,Action,2024.9.4,8,26.94,Smart TV,4915,1,1,No,Evening
109,Sarah Martinez,17,Australia,Standard,978.84,Comedy,2025.2.27,7,32.63,Mobile,3457,1,2,No,Morning
110,Sarah Brown,53,Australia,Premium,81.11,Horror,2024.3.9,8,2.7,Mobile,2999,0,2,Yes,Evening
111,James Martinez,37,Australia,Basic,271.58,Romance,2024.5.29,7,9.05,Smart TV,4179,0,1,No,Evening
112,Sarah Garcia,43,Canada,Premium,229.82,Comedy,2024.11.23,7,7.66,Smart TV,5013,1,4,Yes,Afternoon
113,John Martinez,34,France,Basic,748.26,Documentary,2024.8.12,9,24.94,Smart TV,3568,0,4,No,Morning
114,Chris Miller,70,France,Premium,356.57,Documentary,2024.3.23,7,11.89,Mobile,3317,1,2,Yes,Evening
115,John Johnson,23,Canada,Premium,87.79,Documentary,2024.9.3,6,2.93,Mobile,6299,1,1,No,Morning
116,Katie Miller,37,Mexico,Standard,627.39,Comedy,2024.8.31,8,20.91,Tablet,2810,0,1,No,Evening
117,Sarah Jones,33,France,Basic,13.55,Romance,2024.5.12,5,0.45,Laptop,3261,0,3,Yes,Afternoon
118,Sarah Miller,15,UK,Premium,336.13,Drama,2024.5.12,8,11.2,Mobile,3887,1,2,No,Evening
119,Jane Davis,50,UK,Basic,251.13,Horror,2024.10.17,8,8.37,Mobile,3154,0,4,No,Evening
120,John Miller,55,Canada,Standard,175.47,Drama,2024.12.4,6,5.85,Tablet,4558,0,2,Yes,Evening
121,Sarah Williams,44,Canada,Premium,98.9,Action,2025.1.8,9,3.3,Laptop,5203,1,1,Yes,Afternoon
122,Katie Davis,44,Canada,Standard,988.14,Drama,2025.1.29,8,32.94,Mobile,5822,1,2,No,Night
123,Katie Davis,80,UK,Standard,816.36,Documentary,2024.9.7,7,27.21,Mobile,3397,0,5,No,Evening
124,Emma Miller,58,Brazil,Basic,732.09,Romance,2025.2.1,8,24.4,Laptop,1174,0,4,No,Evening
125,James Davis,20,Australia,Basic,202.57,Action,2024.9.18,6,6.75,Smart TV,2806,0,3,Yes,Afternoon
126,Jane Williams,68,Germany,Standard,758.62,Romance,2024.3.17,8,25.29,Laptop,4915,0,5,No,Afternoon
127,James Smith,61,Japan,Premium,10.31,Romance,2024.7.24,7,0.34,Smart TV,3466,0,2,Yes,Evening
128,John Martinez,70,Brazil,Standard,633.29,Romance,2025.3.5,8,21.11,Mobile,2391,0,3,No,Morning
129,John Miller,63,Germany,Premium,278.69,Documentary,2024.12.25,7,9.29,Smart TV,3632,1,5,No,Afternoon
130,Sarah Jones,77,India,Basic,147.04,Horror,2024.7.31,6,4.9,Laptop,1779,0,2,Yes,Morning
131,Sarah Jones,79,Mexico,Premium,884.66,Documentary,2025.2.23,7,29.49,Smart TV,2483,1,2,No,Night
132,Emma Jones,44,UK,Premium,485.81,Sci-Fi,2024.7.4,7,16.19,Laptop,4790,1,1,No,Evening
133,James Martinez,36,USA,Standard,479.08,Comedy,2024.5.10,8,15.97,Laptop,2980,0,2,No,Afternoon
134,Katie Williams,37,Germany,Basic,744.34,Drama,2025.2.12,6,24.81,Laptop,2986,1,3,No,Night
135,James Davis,70,Mexico,Basic,17.94,Documentary,2024.10.21,7,0.6,Laptop,2001,1,4,No,Evening
136,Jane Garcia,78,Canada,Standard,457.57,Comedy,2025.3.4,7,15.25,Smart TV,3307,1,3,No,Evening
137,Emma Jones,37,Australia,Premium,325.1,Action,2025.2.10,7,10.84,Smart TV,4049,1,5,No,Afternoon
138,James Martinez,46,Mexico,Standard,18.62,Comedy,2024.9.8,7,0.62,Mobile,2618,0,4,No,Afternoon
139,Sarah Williams,38,UK,Standard,80.87,Romance,2024.11.27,7,2.7,Mobile,3931,1,3,Yes,Evening
140,Chris Johnson,67,Brazil,Standard,164.13,Comedy,2024.10.30,7,5.47,Laptop,2574,1,1,Yes,Afternoon
141,David Brown,62,Mexico,Premium,640.75,Horror,2024.6.20,8,21.36,Mobile,2230,1,4,No,Morning
142,Jane Williams,53,USA,Standard,793.72,Romance,2024.8.25,9,26.46,Mobile,5216,0,4,No,Evening
143,Katie Williams,54,Germany,Standard,517.41,Action,2024.4.19,7,17.25,Laptop,5621,0,2,No,Morning
144,Alex Davis,38,France,Basic,999.14,Comedy,2024.6.11,8,33.3,Smart TV,3989,0,3,No,Evening
145,Jane Miller,80,Germany,Standard,766.11,Romance,2024.11.15,7,25.54,Laptop,2869,0,1,No,Evening
146,Sarah Garcia,76,Germany,Basic,689.16,Action,2025.2.23,8,22.97,Mobile,3717,0,5,No,Evening
147,Chris Brown,14,Brazil,Standard,702.52,Action,2024.8.9,6,23.42,Tablet,3445,1,1,Yes,Evening
148,Emma Davis,51,India,Basic,975.55,Sci-Fi,2025.2.13,10,32.52,Mobile,2176,0,2,No,Afternoon
149,Alex Martinez,32,India,Basic,670.83,Action,2024.4.1,8,22.36,Smart TV,1688,0,2,No,Morning
150,Emma Williams,56,Brazil,Premium,342.26,Drama,2024.8.8,7,11.41,Smart TV,2332,0,5,No,Evening
151,Katie Martinez,34,UK,Basic,846.85,Documentary,2024.10.18,8,28.23,Smart TV,4833,1,1,No,Evening
152,David Martinez,55,Australia,Premium,558.87,Romance,2024.10.14,8,18.63,Tablet,6634,1,1,No,Afternoon
153,Jane Miller,52,Brazil,Basic,989.34,Action,2024.5.11,8,32.98,Laptop,1943,0,3,No,Afternoon
154,Chris Smith,15,Japan,Basic,835.1,Romance,2024.8.12,9,27.84,Smart TV,4501,1,1,No,Morning
155,John Smith,70,USA,Basic,242.26,Horror,2024.7.10,8,8.08,Smart TV,3141,0,5,No,Afternoon
156,Alex Smith,76,Canada,Basic,759.5,Sci-Fi,2024.10.31,9,25.32,Mobile,3800,1,1,No,Evening
157,David Johnson,51,Brazil,Premium,507.15,Documentary,2024.6.21,7,16.9,Smart TV,3408,1,4,No,Afternoon
158,Alex Williams,42,Japan,Premium,269.42,Documentary,2024.6.20,6,8.98,Tablet,6216,1,3,Yes,Night
159,John Hernandez,58,UK,Premium,153.32,Comedy,2024.9.16,8,5.11,Smart TV,3659,1,4,Yes,Evening
160,Emma Smith,50,USA,Basic,457.19,Drama,2024.5.15,9,15.24,Mobile,4613,0,5,No,Night
161,David Jones,79,Brazil,Standard,799.77,Comedy,2024.7.10,7,26.66,Laptop,3485,1,3,No,Afternoon
162,James Jones,57,Australia,Basic,934.12,Documentary,2025.3.7,6,31.14,Mobile,3460,1,2,No,Evening
163,John Jones,61,Germany,Basic,961.56,Sci-Fi,2024.4.15,7,32.05,Smart TV,4696,0,2,No,Evening
164,John Davis,49,Australia,Basic,478.8,Drama,2024.6.3,7,15.96,Tablet,6033,1,5,Yes,Night
165,Sarah Jones,24,Brazil,Standard,56.21,Documentary,2024.8.23,6,1.87,Tablet,1662,0,4,No,Morning
166,John Brown,76,Japan,Basic,885.8,Comedy,2024.9.14,6,29.53,Mobile,3700,0,4,No,Night
167,John Smith,54,UK,Basic,14.28,Horror,2025.2.23,7,0.48,Laptop,5920,0,3,No,Morning
168,Katie Williams,45,Canada,Premium,580.9,Sci-Fi,2024.10.4,8,19.36,Smart TV,5306,0,1,No,Evening
169,Sarah Brown,43,USA,Basic,566.29,Documentary,2024.7.23,8,18.88,Laptop,4643,0,1,No,Evening
170,Jane Jones,43,Canada,Standard,358.64,Horror,2024.12.25,7,11.95,Tablet,3224,1,2,Yes,Afternoon
171,Chris Davis,50,Australia,Premium,826.06,Action,2024.3.21,9,27.54,Mobile,6137,0,2,No,Evening
172,Michael Williams,46,USA,Standard,893.69,Horror,2024.8.20,10,29.79,Smart TV,5262,1,3,No,Evening
173,Alex Williams,43,Germany,Basic,737.2,Action,2024.7.17,6,24.57,Smart TV,3911,1,4,No,Evening
174,Katie Brown,18,Canada,Premium,72.54,Drama,2024.9.15,5,2.42,Mobile,5713,0,2,Yes,Evening
175,John Davis,53,Mexico,Basic,741.62,Action,2024.12.3,7,24.72,Tablet,2556,0,2,No,Night
176,Sarah Smith,26,UK,Basic,945.3,Sci-Fi,2025.2.11,8,31.51,Smart TV,4245,1,2,No,Afternoon
177,Jane Garcia,78,Canada,Standard,46.3,Action,2024.10.20,7,1.54,Smart TV,7434,1,2,Yes,Night
178,Emma Smith,79,India,Premium,466.93,Horror,2025.3.7,7,15.56,Tablet,2084,1,2,No,Night
179,Jane Smith,40,France,Basic,866.49,Horror,2024.9.28,8,28.88,Smart TV,4046,1,3,No,Evening
180,Katie Jones,26,India,Standard,192.61,Horror,2024.10.8,8,6.42,Laptop,2547,0,2,No,Night
181,Alex Garcia,47,Canada,Premium,414.81,Comedy,2024.10.19,8,13.83,Mobile,4141,1,1,Yes,Evening
182,Katie Williams,63,Japan,Standard,332.14,Drama,2024.11.30,7,11.07,Laptop,6665,0,2,No,Afternoon
183,John Williams,25,India,Premium,531.46,Romance,2024.7.30,7,17.72,Laptop,2410,0,1,No,Evening
184,John Davis,20,Australia,Premium,260.06,Action,2025.3.5,7,8.67,Tablet,5636,0,2,No,Evening
185,Alex Jones,78,Australia,Basic,301.54,Drama,2024.10.27,9,10.05,Tablet,6411,0,4,No,Evening
186,Emma Smith,63,India,Basic,870.79,Sci-Fi,2025.3.5,8,29.03,Smart TV,1058,1,4,No,Morning
187,John Davis,60,France,Standard,553.57,Documentary,2024.8.13,7,18.45,Smart TV,2961,1,3,No,Evening
188,David Miller,14,Mexico,Basic,792.96,Drama,2025.3.2,5,26.43,Mobile,2008,0,3,No,Night
189,Jane Martinez,78,Japan,Standard,982.44,Documentary,2024.6.2,7,32.75,Laptop,4767,1,2,No,Evening
190,Sarah Williams,30,Germany,Basic,174.99,Documentary,2025.1.18,9,5.83,Laptop,3557,0,2,Yes,Morning
191,Alex Martinez,67,Australia,Standard,727.39,Sci-Fi,2024.10.31,9,24.25,Tablet,6475,1,4,No,Afternoon
192,Jane Martinez,40,Brazil,Premium,3.69,Sci-Fi,2025.1.7,9,0.12,Smart TV,2454,1,1,Yes,Night
193,Katie Johnson,38,India,Premium,455.69,Sci-Fi,2024.12.25,6,15.19,Laptop,3017,0,2,No,Night
194,Chris Williams,57,Australia,Standard,956.44,Comedy,2025.1.9,6,31.88,Tablet,2501,1,2,No,Night
195,Alex Brown,34,Germany,Standard,109.93,Horror,2024.7.11,7,3.66,Smart TV,2332,1,2,Yes,Afternoon
196,Alex Garcia,33,Australia,Basic,748.3,Horror,2024.3.12,6,24.94,Laptop,3851,0,4,No,Afternoon
197,Jane Jones,39,Australia,Basic,914.92,Action,2024.9.19,6,30.5,Smart TV,381,1,4,No,Night
198,Michael Garcia,18,UK,Premium,747.86,Documentary,2025.2.8,7,24.93,Mobile,5640,1,5,No,Morning
199,Katie Brown,72,Mexico,Basic,235.91,Romance,2024.5.2,7,7.86,Laptop,2756,1,3,No,Evening
200,Jane Brown,49,Germany,Premium,749.77,Romance,2024.8.20,8,24.99,Tablet,4032,0,2,No,Afternoon
201,James Smith,66,Germany,Basic,628.14,Comedy,2024.4.28,7,20.94,Smart TV,2411,0,2,No,Morning
202,John Hernandez,80,USA,Standard,776.4,Action,2024.8.5,9,25.88,Laptop,5086,1,3,No,Evening
203,James Miller,75,UK,Basic,838.37,Documentary,2024.8.15,7,27.95,Smart TV,2964,1,3,No,Afternoon
204,Michael Williams,48,Brazil,Basic,222.55,Drama,2024.6.9,7,7.42,Mobile,1331,0,2,No,Evening
205,David Garcia,16,Canada,Basic,701.24,Action,2024.8.3,8,23.37,Smart TV,2789,1,1,No,Night
206,John Brown,40,Australia,Standard,444.18,Drama,2025.2.18,8,14.81,Laptop,5212,0,1,No,Night
207,Sarah Miller,53,India,Premium,883.16,Action,2024.10.24,8,29.44,Smart TV,2588,0,2,No,Afternoon
208,Alex Brown,23,Mexico,Standard,287.09,Drama,2024.12.4,6,9.57,Smart TV,2378,1,4,No,Evening
209,Katie Smith,52,Japan,Premium,745.62,Drama,2024.11.16,8,24.85,Mobile,3324,1,4,Yes,Afternoon
210,Katie Smith,51,USA,Basic,366.11,Drama,2024.6.14,9,12.2,Tablet,4365,0,3,No,Afternoon
211,Chris Smith,41,Germany,Basic,800.18,Horror,2024.7.23,7,26.67,Smart TV,4199,0,3,No,Evening
212,Alex Smith,68,Mexico,Premium,218,Horror,2024.10.20,6,7.27,Mobile,2315,0,1,Yes,Evening
213,Michael Johnson,62,India,Basic,811.94,Comedy,2024.6.16,7,27.06,Laptop,1370,0,2,No,Evening
214,Sarah Brown,59,UK,Standard,154.17,Sci-Fi,2025.1.20,6,5.14,Mobile,4967,1,3,Yes,Evening
215,James Brown,40,Mexico,Standard,538.64,Sci-Fi,2025.1.29,8,17.95,Mobile,2226,0,3,No,Night
216,Alex Hernandez,21,Japan,Premium,952.42,Drama,2024.9.1,8,31.75,Mobile,4687,1,2,No,Afternoon
217,John Davis,38,Canada,Premium,60.01,Documentary,2024.11.10,6,2,Smart TV,3206,0,3,Yes,Afternoon
218,Alex Garcia,55,Brazil,Basic,31.08,Romance,2025.3.2,8,1.04,Laptop,2400,0,3,No,Morning
219,Emma Hernandez,68,UK,Standard,769.68,Drama,2024.12.7,7,25.66,Smart TV,3533,1,1,No,Morning
220,Sarah Miller,13,Canada,Premium,205.73,Drama,2024.8.9,8,6.86,Smart TV,5469,0,2,Yes,Afternoon
221,Alex Jones,23,Canada,Premium,449.56,Romance,2024.10.27,6,14.99,Smart TV,2861,0,2,Yes,Night
222,Katie Davis,26,France,Standard,324.19,Horror,2024.4.7,7,10.81,Smart TV,5540,0,3,No,Evening
223,Sarah Davis,29,Mexico,Basic,349.96,Documentary,2024.6.6,5,11.67,Smart TV,1371,0,1,No,Evening
224,John Johnson,76,Australia,Standard,484.18,Action,2024.6.27,6,16.14,Laptop,4429,0,2,No,Night
225,Emma Davis,80,UK,Basic,691.81,Documentary,2024.5.24,8,23.06,Laptop,1352,1,1,No,Evening
226,Emma Brown,20,Brazil,Standard,641.48,Drama,2024.7.21,7,21.38,Smart TV,1840,0,3,No,Night
227,John Williams,29,India,Premium,462.73,Documentary,2024.6.16,9,15.42,Mobile,1423,0,2,Yes,Afternoon
228,Emma Martinez,36,Canada,Premium,655.31,Action,2024.8.5,9,21.84,Smart TV,6138,0,2,No,Morning
229,Emma Hernandez,42,Japan,Premium,630.76,Sci-Fi,2024.3.19,7,21.03,Mobile,5644,0,1,No,Afternoon
230,Chris Martinez,50,USA,Basic,20.48,Horror,2024.12.26,6,0.68,Smart TV,9607,0,2,No,Afternoon
231,Sarah Miller,70,Canada,Basic,857.43,Action,2025.2.27,8,28.58,Laptop,4071,0,2,No,Afternoon
232,Sarah Brown,24,India,Standard,23.35,Romance,2024.4.25,8,0.78,Mobile,1686,0,2,No,Night
